"locus_tag","gene_id","pathways"
"SAOUHSC_02290","3919165",NA
"gene-SAOUHSC_R00014",NA,NA
"gene-SAOUHSC_R0009",NA,NA
"gene-SAOUHSC_R0004",NA,NA
"gene-SAOUHSC_T00025",NA,NA
"gene-SAOUHSC_T00034",NA,NA
"SAOUHSC_02294","3919166",NA
"SAOUHSC_02296","3919167",NA
"SAOUHSC_02297","3919168",NA
"SAOUHSC_02298","3919169",NA
"SAOUHSC_02299","3919170",NA
"SAOUHSC_02300","3919171",NA
"SAOUHSC_02301","3919172",NA
"SAOUHSC_02302","3919173",NA
"gene-SAOUHSC_A02189",NA,NA
"SAOUHSC_02303","3919174",NA
"SAOUHSC_02304","3919175",NA
"SAOUHSC_02305","3920930","sao00470_D-Amino_acid_metabolism, sao01100_Metabolic_pathways, sao01502_Vancomycin_resistance"
"SAOUHSC_02306","3920931","sao00074_Mycolic_acid_biosynthesis, sao00770_Pantothenate_and_CoA_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_02307","3920932",NA
"SAOUHSC_02308","3920933",NA
"SAOUHSC_02309","3920934",NA
"SAOUHSC_02310","3920935","sao02020_Two-component_system"
"SAOUHSC_02311","3920936","sao02020_Two-component_system"
"SAOUHSC_02312","3920937","sao02020_Two-component_system"
"SAOUHSC_02313","3920938","sao02020_Two-component_system"
"SAOUHSC_02314","3920939","sao02020_Two-component_system"
"SAOUHSC_02315","3920940","sao02020_Two-component_system, sao02024_Quorum_sensing"
"SAOUHSC_02316","3920941","sao03018_RNA_degradation"
"SAOUHSC_02317","3920942","sao00300_Lysine_biosynthesis, sao00550_Peptidoglycan_biosynthesis, sao01100_Metabolic_pathways, sao01502_Vancomycin_resistance"
"SAOUHSC_02318","3920943","sao00470_D-Amino_acid_metabolism, sao00550_Peptidoglycan_biosynthesis, sao01100_Metabolic_pathways, sao01502_Vancomycin_resistance"
"SAOUHSC_02319","3920944","sao00550_Peptidoglycan_biosynthesis"
"SAOUHSC_02320","3920945",NA
"SAOUHSC_02321","3920946",NA
"SAOUHSC_02322","3920947",NA
"SAOUHSC_02323","3920948","sao00564_Glycerophospholipid_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_02324","3920949",NA
"SAOUHSC_02325","3920950",NA
"SAOUHSC_02326","3920951",NA
"SAOUHSC_02327","3920952","sao02024_Quorum_sensing, sao03060_Protein_export, sao03070_Bacterial_secretion_system"
"SAOUHSC_02328","3920953","sao00730_Thiamine_metabolism, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_02329","3920954","sao00730_Thiamine_metabolism, sao00740_Riboflavin_metabolism, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_02330","3920955","sao00730_Thiamine_metabolism, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_02331","3920956","sao00730_Thiamine_metabolism, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_02332","3920957",NA
"SAOUHSC_02333","3920958",NA
"SAOUHSC_02334","3920959","sao03030_DNA_replication, sao03430_Mismatch_repair, sao03440_Homologous_recombination"
"SAOUHSC_02335","3920960",NA
"SAOUHSC_02336","3920961","sao00061_Fatty_acid_biosynthesis, sao00780_Biotin_metabolism, sao01100_Metabolic_pathways, sao01212_Fatty_acid_metabolism, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_02337","3920962","sao00520_Amino_sugar_and_nucleotide_sugar_metabolism, sao00550_Peptidoglycan_biosynthesis, sao01100_Metabolic_pathways, sao01250_Biosynthesis_of_nucleotide_sugars"
"SAOUHSC_02338","3920963",NA
"SAOUHSC_02339","3920964",NA
"SAOUHSC_02340","3920965","sao00190_Oxidative_phosphorylation, sao01100_Metabolic_pathways"
"SAOUHSC_02341","3920966","sao00190_Oxidative_phosphorylation, sao01100_Metabolic_pathways"
"SAOUHSC_02343","3920967","sao00190_Oxidative_phosphorylation, sao01100_Metabolic_pathways"
"SAOUHSC_02345","3920968","sao00190_Oxidative_phosphorylation, sao01100_Metabolic_pathways"
"SAOUHSC_02346","3919390","sao00190_Oxidative_phosphorylation, sao01100_Metabolic_pathways"
"SAOUHSC_02347","3919391","sao00190_Oxidative_phosphorylation, sao01100_Metabolic_pathways"
"SAOUHSC_02349","3919392","sao00190_Oxidative_phosphorylation, sao01100_Metabolic_pathways"
"SAOUHSC_02350","3919393","sao00190_Oxidative_phosphorylation, sao01100_Metabolic_pathways"
"SAOUHSC_02351","3919394",NA
"SAOUHSC_02352","3919395","sao00520_Amino_sugar_and_nucleotide_sugar_metabolism, sao00541_Biosynthesis_of_various_nucleotide_sugars, sao01100_Metabolic_pathways, sao01250_Biosynthesis_of_nucleotide_sugars, sao02020_Two-component_system"
"SAOUHSC_02353","3919396","sao00240_Pyrimidine_metabolism, sao01100_Metabolic_pathways, sao01232_Nucleotide_metabolism"
"SAOUHSC_02354","3919397","sao00260_Glycine,_serine_and_threonine_metabolism, sao00460_Cyanoamino_acid_metabolism, sao00630_Glyoxylate_and_dicarboxylate_metabolism, sao00670_One_carbon_pool_by_folate, sao00680_Methane_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01230_Biosynthesis_of_amino_acids, sao01240_Biosynthesis_of_cofactors, sao04981_Folate_transport_and_metabolism"
"SAOUHSC_02355","3919398",NA
"SAOUHSC_02356","3919399",NA
"SAOUHSC_02357","3919400",NA
"SAOUHSC_02358","3919401",NA
"SAOUHSC_02359","3919402",NA
"SAOUHSC_02360","3919403","sao00240_Pyrimidine_metabolism, sao01100_Metabolic_pathways, sao01232_Nucleotide_metabolism"
"SAOUHSC_02361","3919404","sao03010_Ribosome"
"SAOUHSC_02362","3919405","sao03018_RNA_degradation"
"SAOUHSC_02363","3919406","sao00010_Glycolysis_/_Gluconeogenesis, sao00053_Ascorbate_and_aldarate_metabolism, sao00071_Fatty_acid_degradation, sao00280_Valine,_leucine_and_isoleucine_degradation, sao00310_Lysine_degradation, sao00330_Arginine_and_proline_metabolism, sao00340_Histidine_metabolism, sao00380_Tryptophan_metabolism, sao00410_beta-Alanine_metabolism, sao00561_Glycerolipid_metabolism, sao00620_Pyruvate_metabolism, sao00625_Chloroalkane_and_chloroalkene_degradation, sao00770_Pantothenate_and_CoA_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_02364","3919407",NA
"SAOUHSC_02365","3919408","sao00520_Amino_sugar_and_nucleotide_sugar_metabolism, sao00550_Peptidoglycan_biosynthesis, sao01100_Metabolic_pathways, sao01250_Biosynthesis_of_nucleotide_sugars"
"SAOUHSC_02366","3919409","sao00010_Glycolysis_/_Gluconeogenesis, sao00030_Pentose_phosphate_pathway, sao00051_Fructose_and_mannose_metabolism, sao00680_Methane_metabolism, sao00710_Carbon_fixation_by_Calvin_cycle, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_02367","3919410",NA
"SAOUHSC_02368","3919411","sao00240_Pyrimidine_metabolism, sao01100_Metabolic_pathways, sao01232_Nucleotide_metabolism, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_02369","3919412","sao03020_RNA_polymerase"
"SAOUHSC_02370","3919413",NA
"gene-SAOUHSC_A02254",NA,NA
"SAOUHSC_02371","3919414","sao00770_Pantothenate_and_CoA_biosynthesis, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_02372","3919415",NA
"SAOUHSC_02373","3919416",NA
"SAOUHSC_02374","3919417",NA
"SAOUHSC_02375","3919418","sao00270_Cysteine_and_methionine_metabolism, sao01100_Metabolic_pathways, sao01230_Biosynthesis_of_amino_acids, sao02024_Quorum_sensing"
"SAOUHSC_02376","3919419",NA
"SAOUHSC_02377","3919420","sao00240_Pyrimidine_metabolism, sao01100_Metabolic_pathways, sao01232_Nucleotide_metabolism"
"SAOUHSC_02378","3919421",NA
"SAOUHSC_02379","3919422","sao00030_Pentose_phosphate_pathway, sao01100_Metabolic_pathways"
"SAOUHSC_02380","3919423","sao00230_Purine_metabolism, sao00760_Nicotinate_and_nicotinamide_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01232_Nucleotide_metabolism"
"SAOUHSC_02381","3919424",NA
"SAOUHSC_02382","3919425",NA
"SAOUHSC_02383","3919426",NA
"SAOUHSC_02384","3919427",NA
"SAOUHSC_02385","3919428","sao00051_Fructose_and_mannose_metabolism, sao00520_Amino_sugar_and_nucleotide_sugar_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01240_Biosynthesis_of_cofactors, sao01250_Biosynthesis_of_nucleotide_sugars"
"SAOUHSC_02386","3919603",NA
"SAOUHSC_02387","3919604",NA
"SAOUHSC_02388","3919605",NA
"SAOUHSC_02389","3919606",NA
"SAOUHSC_02390","3919607",NA
"SAOUHSC_02391","3919608",NA
"SAOUHSC_02392","3919609",NA
"SAOUHSC_02393","3919610",NA
"SAOUHSC_02394","3919611",NA
"gene-SAOUHSC_A02273",NA,NA
"SAOUHSC_02396","3919612",NA
"SAOUHSC_02397","3919613",NA
"SAOUHSC_02399","3919614","sao00250_Alanine,_aspartate_and_glutamate_metabolism, sao00520_Amino_sugar_and_nucleotide_sugar_metabolism, sao01100_Metabolic_pathways, sao01250_Biosynthesis_of_nucleotide_sugars"
"SAOUHSC_02400","3919615","sao00051_Fructose_and_mannose_metabolism, sao01100_Metabolic_pathways, sao02060_Phosphotransferase_system_(PTS)"
"SAOUHSC_02401","3919616",NA
"SAOUHSC_02402","3919617","sao00051_Fructose_and_mannose_metabolism, sao01100_Metabolic_pathways, sao02060_Phosphotransferase_system_(PTS)"
"SAOUHSC_02403","3919618","sao00051_Fructose_and_mannose_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_02404","3919619",NA
"SAOUHSC_02405","3919620","sao00520_Amino_sugar_and_nucleotide_sugar_metabolism, sao01100_Metabolic_pathways, sao01250_Biosynthesis_of_nucleotide_sugars"
"SAOUHSC_02406","3919621",NA
"SAOUHSC_02407","3919622",NA
"SAOUHSC_02409","3919623","sao00220_Arginine_biosynthesis, sao00330_Arginine_and_proline_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_02410","3919624",NA
"SAOUHSC_02411","3919625",NA
"gene-SAOUHSC_T00037",NA,NA
"SAOUHSC_02412","3919626",NA
"gene-SAOUHSC_T00017",NA,NA
"gene-SAOUHSC_T00058",NA,NA
"gene-SAOUHSC_T00061",NA,NA
"gene-SAOUHSC_T00020",NA,NA
"gene-SAOUHSC_T00010",NA,NA
"gene-SAOUHSC_R00015",NA,NA
"gene-SAOUHSC_R00010",NA,NA
"gene-SAOUHSC_T00029",NA,NA
"gene-SAOUHSC_R0005",NA,NA
"SAOUHSC_02416","3919627",NA
"SAOUHSC_02417","3919628",NA
"SAOUHSC_02418","3919629",NA
"SAOUHSC_02419","3919630",NA
"SAOUHSC_02420","3919631",NA
"SAOUHSC_02422","3919632",NA
"SAOUHSC_02423","3919633",NA
"SAOUHSC_02424","3919634",NA
"SAOUHSC_02425","3919635",NA
"SAOUHSC_02426","3919636",NA
"SAOUHSC_02427","3919637","sao02010_ABC_transporters"
"SAOUHSC_02428","3919638","sao02010_ABC_transporters"
"SAOUHSC_02430","3919639","sao02010_ABC_transporters"
"SAOUHSC_02432","3919640",NA
"SAOUHSC_02433","3919641","sao00470_D-Amino_acid_metabolism, sao00997_Biosynthesis_of_various_other_secondary_metabolites, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_02434","3918999","sao00997_Biosynthesis_of_various_other_secondary_metabolites, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_02435","3919000",NA
"SAOUHSC_02436","3919001","sao00997_Biosynthesis_of_various_other_secondary_metabolites, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_02437","3919002",NA
"SAOUHSC_02438","3919003",NA
"SAOUHSC_02440","3919004",NA
"SAOUHSC_02441","3919005",NA
"SAOUHSC_02442","3919006",NA
"SAOUHSC_02443","3919007",NA
"SAOUHSC_02444","3919008",NA
"SAOUHSC_02445","3919009",NA
"SAOUHSC_02447","3919010",NA
"SAOUHSC_02448","3919011",NA
"SAOUHSC_02449","3919012","sao00052_Galactose_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_02450","3919013","sao00052_Galactose_metabolism, sao01100_Metabolic_pathways, sao02060_Phosphotransferase_system_(PTS)"
"SAOUHSC_02451","3919014","sao00052_Galactose_metabolism, sao01100_Metabolic_pathways, sao02060_Phosphotransferase_system_(PTS)"
"SAOUHSC_02452","3919015","sao00052_Galactose_metabolism, sao01100_Metabolic_pathways, sao02024_Quorum_sensing"
"SAOUHSC_02453","3919016","sao00052_Galactose_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_02454","3919017","sao00052_Galactose_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_02455","3919018","sao00052_Galactose_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_02456","3919019",NA
"SAOUHSC_02457","3919020","sao00760_Nicotinate_and_nicotinamide_metabolism, sao01100_Metabolic_pathways"
"gene-SAOUHSC_A02331",NA,NA
"SAOUHSC_02458","3919021",NA
"SAOUHSC_02459","3919022",NA
"SAOUHSC_02460","3919023",NA
"SAOUHSC_02461","3919024",NA
"SAOUHSC_02462","3919025",NA
"SAOUHSC_02463","3919026",NA
"SAOUHSC_02464","3919027",NA
"SAOUHSC_02465","3919028",NA
"SAOUHSC_02466","3919029",NA
"SAOUHSC_02467","3919030","sao00650_Butanoate_metabolism, sao00660_C5-Branched_dibasic_acid_metabolism, sao01110_Biosynthesis_of_secondary_metabolites, sao01210_2-Oxocarboxylic_acid_metabolism"
"SAOUHSC_02468","3919031","sao00290_Valine,_leucine_and_isoleucine_biosynthesis, sao00650_Butanoate_metabolism, sao00660_C5-Branched_dibasic_acid_metabolism, sao00770_Pantothenate_and_CoA_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01210_2-Oxocarboxylic_acid_metabolism, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_02469","3919032",NA
"SAOUHSC_02470","3919033",NA
"SAOUHSC_02471","3919034",NA
"SAOUHSC_02472","3919035",NA
"SAOUHSC_02473","3919036",NA
"SAOUHSC_02474","3919037",NA
"SAOUHSC_02475","3920853",NA
"SAOUHSC_02476","3920854",NA
"gene-SAOUHSC_A02350",NA,NA
"SAOUHSC_02477","3920855","sao03010_Ribosome"
"SAOUHSC_02478","3920856","sao03010_Ribosome"
"SAOUHSC_02480","3920857",NA
"SAOUHSC_02481","3920858","sao02010_ABC_transporters"
"SAOUHSC_02482","3920859","sao02010_ABC_transporters"
"SAOUHSC_02483","3920860","sao02010_ABC_transporters"
"SAOUHSC_02484","3920861","sao03010_Ribosome"
"SAOUHSC_02485","3920862","sao03020_RNA_polymerase"
"SAOUHSC_02486","3920863","sao03010_Ribosome"
"SAOUHSC_02487","3920864","sao03010_Ribosome"
"SAOUHSC_02488","3920865","sao03010_Ribosome"
"SAOUHSC_02489","3920866",NA
"SAOUHSC_02490","3920867","sao00230_Purine_metabolism, sao00730_Thiamine_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01232_Nucleotide_metabolism, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_02491","3920868","sao02024_Quorum_sensing, sao03060_Protein_export, sao03070_Bacterial_secretion_system"
"SAOUHSC_02492","3920869","sao03010_Ribosome"
"SAOUHSC_02493","3920870","sao03010_Ribosome"
"SAOUHSC_02494","3920871","sao03010_Ribosome"
"SAOUHSC_02495","3920872","sao03010_Ribosome"
"SAOUHSC_02496","3920873","sao03010_Ribosome"
"SAOUHSC_02498","3920874","sao03010_Ribosome"
"SAOUHSC_02499","3920875","sao03010_Ribosome"
"SAOUHSC_02500","3920876","sao03010_Ribosome"
"SAOUHSC_02501","3920877","sao03010_Ribosome"
"SAOUHSC_02502","3920878","sao03010_Ribosome"
"SAOUHSC_02503","3920879","sao03010_Ribosome"
"SAOUHSC_02504","3920880","sao03010_Ribosome"
"SAOUHSC_02505","3920881","sao03010_Ribosome"
"SAOUHSC_02506","3920882","sao03010_Ribosome"
"SAOUHSC_02507","3920883","sao03010_Ribosome"
"SAOUHSC_02508","3920884","sao03010_Ribosome"
"SAOUHSC_02509","3920885","sao03010_Ribosome"
"SAOUHSC_02510","3920886","sao03010_Ribosome"
"SAOUHSC_02511","3920887","sao03010_Ribosome"
"SAOUHSC_02512","3920888","sao03010_Ribosome"
"SAOUHSC_02515","3920889",NA
"SAOUHSC_02516","3920890",NA
"SAOUHSC_02517","3920891",NA
"SAOUHSC_02518","3921109",NA
"SAOUHSC_02519","3921110",NA
"SAOUHSC_02520","3921111",NA
"SAOUHSC_02521","3921112",NA
"SAOUHSC_02522","3921113",NA
"SAOUHSC_02523","3921114",NA
"SAOUHSC_02524","3921115",NA
"SAOUHSC_02525","3921116",NA
"SAOUHSC_02527","3921117","sao00550_Peptidoglycan_biosynthesis, sao01100_Metabolic_pathways"
"SAOUHSC_02528","3921118",NA
"SAOUHSC_02529","3921119",NA
"SAOUHSC_02530","3921120",NA
"SAOUHSC_02531","3921121",NA
"SAOUHSC_02532","3921122",NA
"SAOUHSC_02533","3921123",NA
"SAOUHSC_02534","3921124",NA
"SAOUHSC_02535","3921125",NA
"SAOUHSC_02536","3921126","sao00790_Folate_biosynthesis, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors, sao04122_Sulfur_relay_system"
"SAOUHSC_02537","3921127","sao00790_Folate_biosynthesis, sao01100_Metabolic_pathways"
"SAOUHSC_02538","3921128","sao04122_Sulfur_relay_system"
"SAOUHSC_02540","3921129","sao00790_Folate_biosynthesis, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors, sao04122_Sulfur_relay_system"
"SAOUHSC_02541","3921130",NA
"SAOUHSC_02542","3921131","sao00790_Folate_biosynthesis, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_02543","3921132","sao00790_Folate_biosynthesis, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors, sao04122_Sulfur_relay_system"
"SAOUHSC_02544","3921133","sao00790_Folate_biosynthesis, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors, sao04122_Sulfur_relay_system"
"SAOUHSC_02545","3921134","sao04122_Sulfur_relay_system"
"SAOUHSC_02546","3921135","sao02010_ABC_transporters"
"SAOUHSC_02547","3921136","sao02010_ABC_transporters"
"SAOUHSC_02549","3921137","sao02010_ABC_transporters"
"SAOUHSC_02550","3921138",NA
"SAOUHSC_02551","3921139",NA
"SAOUHSC_02552","3921140","sao02010_ABC_transporters"
"SAOUHSC_02553","3921141",NA
"SAOUHSC_02554","3921142",NA
"SAOUHSC_02555","3921143",NA
"SAOUHSC_02556","3921144",NA
"SAOUHSC_02557","3921145",NA
"SAOUHSC_02558","3921146","sao00220_Arginine_biosynthesis, sao00230_Purine_metabolism, sao01100_Metabolic_pathways, sao01120_Microbial_metabolism_in_diverse_environments"
"SAOUHSC_02559","3921147","sao00220_Arginine_biosynthesis, sao00230_Purine_metabolism, sao01100_Metabolic_pathways, sao01120_Microbial_metabolism_in_diverse_environments"
"SAOUHSC_02561","3921558","sao00220_Arginine_biosynthesis, sao00230_Purine_metabolism, sao01100_Metabolic_pathways, sao01120_Microbial_metabolism_in_diverse_environments"
"SAOUHSC_02562","3921559",NA
"SAOUHSC_02563","3921560",NA
"SAOUHSC_02564","3921561",NA
"SAOUHSC_02565","3921562",NA
"SAOUHSC_02566","3921563",NA
"SAOUHSC_02567","3921564",NA
"SAOUHSC_02568","3921565",NA
"SAOUHSC_02569","3921566",NA
"SAOUHSC_02570","3921567",NA
"SAOUHSC_02571","3921568",NA
"SAOUHSC_02572","3921569",NA
"SAOUHSC_02573","3921570",NA
"SAOUHSC_02574","3921571",NA
"SAOUHSC_02575","3921572",NA
"SAOUHSC_02576","3921573",NA
"gene-SAOUHSC_A02445",NA,NA
"SAOUHSC_02577","3921574",NA
"SAOUHSC_02579","3921575",NA
"SAOUHSC_02580","3921576",NA
"gene-SAOUHSC_A02450",NA,NA
"SAOUHSC_02581","3921577",NA
"SAOUHSC_02582","3921578","sao00630_Glyoxylate_and_dicarboxylate_metabolism, sao00680_Methane_metabolism, sao01100_Metabolic_pathways, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism"
"SAOUHSC_02583","3921579","sao00552_Teichoic_acid_biosynthesis"
"SAOUHSC_02584","3921580","sao00521_Streptomycin_biosynthesis, sao00562_Inositol_phosphate_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_02585","3921581",NA
"SAOUHSC_02586","3921582",NA
"SAOUHSC_02587","3921583",NA
"SAOUHSC_02588","3921584",NA
"SAOUHSC_02589","3921585",NA
"SAOUHSC_02590","3921586",NA
"SAOUHSC_02591","3921587",NA
"SAOUHSC_02592","3921588",NA
"SAOUHSC_02593","3921589",NA
"SAOUHSC_02594","3921590",NA
"SAOUHSC_02595","3921591",NA
"SAOUHSC_02596","3921592",NA
"SAOUHSC_02597","3921593","sao00500_Starch_and_sucrose_metabolism, sao02060_Phosphotransferase_system_(PTS)"
"SAOUHSC_02599","3921594",NA
"SAOUHSC_02600","3921595",NA
"SAOUHSC_02601","3921596",NA
"SAOUHSC_02602","3921380",NA
"SAOUHSC_02603","3921381",NA
"SAOUHSC_02604","3921382",NA
"SAOUHSC_02605","3921383",NA
"SAOUHSC_02606","3921384","sao00340_Histidine_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_02607","3921385","sao00340_Histidine_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_02608","3921386",NA
"SAOUHSC_02609","3921387",NA
"SAOUHSC_02610","3921388","sao00340_Histidine_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_02611","3921389",NA
"SAOUHSC_02612","3921390","sao00030_Pentose_phosphate_pathway, sao00710_Carbon_fixation_by_Calvin_cycle, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_02613","3921391",NA
"gene-SAOUHSC_A02483",NA,NA
"SAOUHSC_02614","3921392","sao00010_Glycolysis_/_Gluconeogenesis, sao00052_Galactose_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments"
"SAOUHSC_02615","3921393",NA
"SAOUHSC_02616","3921394",NA
"SAOUHSC_02618","3921395",NA
"SAOUHSC_02619","3921396",NA
"SAOUHSC_02620","3921397",NA
"SAOUHSC_02621","3921398","sao03410_Base_excision_repair"
"SAOUHSC_02622","3921399",NA
"SAOUHSC_02623","3921400","sao00900_Terpenoid_backbone_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_02624","3921401",NA
"SAOUHSC_02625","3921402",NA
"SAOUHSC_02626","3921403",NA
"SAOUHSC_02627","3921404",NA
"SAOUHSC_02628","3921405",NA
"SAOUHSC_02629","3921406",NA
"SAOUHSC_02630","3921407",NA
"SAOUHSC_02631","3921408",NA
"SAOUHSC_02632","3921409",NA
"SAOUHSC_02633","3921410",NA
"SAOUHSC_02634","3921411",NA
"SAOUHSC_02635","3921412",NA
"gene-SAOUHSC_A02503",NA,NA
"SAOUHSC_02636","3921413",NA
"SAOUHSC_02637","3921414",NA
"SAOUHSC_02638","3921415",NA
"gene-SAOUHSC_A02505",NA,NA
"SAOUHSC_02639","3921416",NA
"SAOUHSC_02640","3921417","sao02010_ABC_transporters"
"SAOUHSC_02641","3921418","sao02010_ABC_transporters"
"SAOUHSC_02643","3921205",NA
"SAOUHSC_02644","3921206",NA
"SAOUHSC_02645","3921207",NA
"SAOUHSC_02646","3921208",NA
"SAOUHSC_02647","3921209","sao00020_Citrate_cycle_(TCA_cycle), sao00620_Pyruvate_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism"
"SAOUHSC_02648","3921210",NA
"SAOUHSC_02649","3921211",NA
"SAOUHSC_02650","3921212",NA
"SAOUHSC_02651","3921213",NA
"SAOUHSC_02652","3921214","sao00640_Propanoate_metabolism, sao01100_Metabolic_pathways, sao01120_Microbial_metabolism_in_diverse_environments"
"SAOUHSC_02653","3921215",NA
"SAOUHSC_02654","3921216",NA
"SAOUHSC_02655","3921217",NA
"SAOUHSC_02656","3921218",NA
"SAOUHSC_02657","3921219",NA
"SAOUHSC_02658","3921220",NA
"SAOUHSC_02659","3921221",NA
"SAOUHSC_02660","3921222",NA
"SAOUHSC_02661","3921223","sao00500_Starch_and_sucrose_metabolism, sao02060_Phosphotransferase_system_(PTS)"
"SAOUHSC_02662","3921224",NA
"SAOUHSC_02663","3921225",NA
"SAOUHSC_02664","3921226",NA
"SAOUHSC_02665","3921227",NA
"SAOUHSC_02666","3921228",NA
"SAOUHSC_02667","3921229",NA
"SAOUHSC_02668","3921230",NA
"SAOUHSC_02669","3921231",NA
"SAOUHSC_02670","3921232",NA
"SAOUHSC_02671","3921233","sao02020_Two-component_system"
"SAOUHSC_02672","3921234",NA
"SAOUHSC_02673","3921235",NA
"SAOUHSC_02674","3921236",NA
"SAOUHSC_02675","3921237","sao02020_Two-component_system"
"SAOUHSC_02676","3921238","sao02020_Two-component_system"
"SAOUHSC_02677","3921239","sao02020_Two-component_system"
"SAOUHSC_02678","3921240","sao00910_Nitrogen_metabolism, sao01100_Metabolic_pathways, sao01120_Microbial_metabolism_in_diverse_environments, sao01310_Nitrogen_cycle, sao02020_Two-component_system"
"SAOUHSC_02679","3921241","sao02020_Two-component_system"
"SAOUHSC_02680","3921242","sao00910_Nitrogen_metabolism, sao01100_Metabolic_pathways, sao01120_Microbial_metabolism_in_diverse_environments, sao01310_Nitrogen_cycle, sao02020_Two-component_system"
"SAOUHSC_02681","3921243","sao00910_Nitrogen_metabolism, sao01100_Metabolic_pathways, sao01120_Microbial_metabolism_in_diverse_environments, sao01310_Nitrogen_cycle, sao02020_Two-component_system"
"SAOUHSC_02682","3919701","sao00860_Porphyrin_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_02683","3919702","sao00910_Nitrogen_metabolism, sao01100_Metabolic_pathways, sao01120_Microbial_metabolism_in_diverse_environments, sao01310_Nitrogen_cycle"
"SAOUHSC_02684","3919703","sao00910_Nitrogen_metabolism, sao01100_Metabolic_pathways, sao01120_Microbial_metabolism_in_diverse_environments, sao01310_Nitrogen_cycle"
"SAOUHSC_02685","3919704",NA
"SAOUHSC_02686","3919705",NA
"SAOUHSC_02687","3919706",NA
"SAOUHSC_02688","3919707",NA
